HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457455.79262,2016-03-08.2927917,bg,1.58,15.518,12.463,0.014,39.701,0.496,V
2457455.79391,2016-03-08.2940828,bg,1.56,15.564,12.458,0.012,39.876,0.472,V
2457455.79518,2016-03-08.2953598,bg,1.64,15.595,12.481,0.012,39.052,0.460,V
2457457.81047,2016-03-10.3104524,bg,1.47,15.653,12.605,0.013,34.824,0.430,V
2457457.81176,2016-03-10.3117377,bg,1.51,15.637,12.576,0.013,35.769,0.441,V
2457457.81303,2016-03-10.3130153,bg,1.59,15.668,12.592,0.014,35.251,0.434,V
2457461.80747,2016-03-14.3070703,bg,1.43,14.737,12.697,0.033,31.999,0.985,V
2457461.80876,2016-03-14.3083664,bg,1.41,15.715,12.675,0.013,32.646,0.409,V
2457461.81005,2016-03-14.3096521,bg,1.45,15.695,12.663,0.013,33.012,0.419,V
2457465.87447,2016-03-18.3736896,bg,1.41,99.990,99.990,99.990,99.990,99.990,V
2457465.87577,2016-03-18.3749859,bg,1.53,99.990,99.990,99.990,99.990,99.990,V
2457465.87706,2016-03-18.3762736,bg,1.50,99.990,99.990,99.990,99.990,99.990,V
2457468.74633,2016-03-21.2452762,bg,1.55,15.338,12.408,0.016,41.751,0.583,V
2457468.74763,2016-03-21.2465858,bg,1.54,15.348,12.428,0.016,40.992,0.584,V
2457468.74893,2016-03-21.2478758,bg,1.58,15.407,12.437,0.015,40.651,0.551,V
2457476.84961,2016-03-29.3478120,bg,1.63,15.553,12.395,0.013,42.287,0.502,V
2457476.85089,2016-03-29.3490954,bg,1.76,15.511,12.434,0.014,40.778,0.513,V
2457476.85219,2016-03-29.3503958,bg,1.73,15.502,12.479,0.014,39.109,0.514,V
2457479.79783,2016-04-01.2957717,bg,1.51,15.626,12.609,0.015,34.705,0.453,V
2457479.79913,2016-04-01.2970711,bg,1.50,15.618,12.572,0.014,35.898,0.456,V
2457479.80041,2016-04-01.2983572,bg,1.47,15.609,12.568,0.014,36.057,0.455,V
2457481.80426,2016-04-03.3020306,bg,1.49,99.990,99.990,99.990,99.990,99.990,V
2457481.80555,2016-04-03.3033164,bg,1.42,99.990,99.990,99.990,99.990,99.990,V
2457481.80684,2016-04-03.3046069,bg,1.42,99.990,99.990,99.990,99.990,99.990,V
2457486.84226,2016-04-08.3395981,bg,1.55,99.990,99.990,99.990,99.990,99.990,V
2457486.84354,2016-04-08.3408732,bg,1.53,99.990,99.990,99.990,99.990,99.990,V
2457486.84482,2016-04-08.3421638,bg,1.50,99.990,99.990,99.990,99.990,99.990,V
2457522.82705,2016-05-14.3220629,bg,1.40,99.990,99.990,99.990,99.990,99.990,V
2457522.82839,2016-05-14.3234061,bg,1.52,99.990,99.990,99.990,99.990,99.990,V
2457522.82969,2016-05-14.3247062,bg,1.47,15.610,12.413,0.012,41.538,0.469,V
2457530.59661,2016-05-22.0913415,bg,1.59,15.128,12.670,0.024,32.811,0.699,V
2457530.59790,2016-05-22.0926355,bg,1.54,15.176,12.694,0.022,32.078,0.667,V
2457530.59920,2016-05-22.0939282,bg,1.64,15.223,12.687,0.022,32.275,0.645,V
2457546.67199,2016-06-07.1664278,bg,1.52,99.990,99.990,99.990,99.990,99.990,V
2457547.64427,2016-06-08.1386998,bg,1.67,15.694,12.557,0.013,36.411,0.428,V
2457547.64556,2016-06-08.1399973,bg,1.59,15.681,12.562,0.013,36.238,0.428,V
2457547.64686,2016-06-08.1412968,bg,1.70,15.660,12.572,0.013,35.928,0.434,V
2457548.64029,2016-06-09.1347210,bg,1.66,15.587,12.614,0.015,34.548,0.468,V
2457548.64164,2016-06-09.1360700,bg,1.63,15.624,12.596,0.014,35.113,0.450,V
2457548.64293,2016-06-09.1373635,bg,1.71,15.606,12.622,0.015,34.290,0.456,V
2457557.65245,2016-06-18.1469192,bg,1.46,15.491,12.490,0.015,38.714,0.509,V
2457557.65373,2016-06-18.1482050,bg,1.41,15.426,12.490,0.016,38.705,0.538,V
2457557.65503,2016-06-18.1494971,bg,1.54,15.411,12.464,0.015,39.660,0.547,V
2457560.81961,2016-06-21.3141278,bg,1.60,15.321,12.347,0.015,44.156,0.613,V
2457560.82091,2016-06-21.3154274,bg,1.56,15.280,12.406,0.016,41.853,0.614,V
2457560.82220,2016-06-21.3167103,bg,1.56,15.272,12.385,0.016,42.661,0.624,V
2457562.67261,2016-06-23.1671585,bg,2.11,14.594,12.396,0.030,42.234,1.140,V
2457562.67388,2016-06-23.1684295,bg,2.06,14.361,12.310,0.034,45.674,1.423,V
2457566.77886,2016-06-27.2735035,bg,1.44,15.580,12.378,0.012,42.894,0.475,V
2457566.78015,2016-06-27.2747902,bg,1.42,15.540,12.413,0.013,41.584,0.493,V
2457566.78145,2016-06-27.2760893,bg,1.40,15.573,12.409,0.013,41.711,0.478,V
2457568.79249,2016-06-29.2871836,bg,1.91,15.640,12.511,0.013,37.985,0.457,V
2457568.79378,2016-06-29.2884716,bg,1.83,15.620,12.482,0.013,39.022,0.458,V
2457568.79506,2016-06-29.2897583,bg,1.86,15.602,12.511,0.014,37.980,0.460,V
2457569.72984,2016-06-30.2245670,bg,1.63,15.524,12.559,0.015,36.313,0.493,V
2457569.73113,2016-06-30.2258546,bg,1.73,15.534,12.560,0.015,36.310,0.488,V
2457569.73241,2016-06-30.2271292,bg,1.68,15.480,12.556,0.016,36.453,0.516,V
2457573.66317,2016-07-04.1580166,bg,1.67,15.673,12.697,0.015,31.989,0.436,V
2457573.66444,2016-07-04.1592945,bg,1.63,15.669,12.707,0.015,31.708,0.435,V
2457573.66573,2016-07-04.1605820,bg,1.65,99.990,99.990,99.990,99.990,99.990,V
2457585.60496,2016-07-16.1003381,bg,1.54,15.464,12.328,0.013,44.953,0.530,V
2457585.60625,2016-07-16.1016243,bg,1.45,15.486,12.319,0.013,45.331,0.514,V
2457585.60753,2016-07-16.1029116,bg,1.52,15.423,12.327,0.013,44.990,0.541,V
2457593.72427,2016-07-24.2201130,bg,1.47,15.616,12.612,0.015,34.615,0.452,V
2457593.72555,2016-07-24.2213993,bg,1.43,15.615,12.671,0.015,32.791,0.457,V
2457593.72685,2016-07-24.2226944,bg,1.53,15.658,12.649,0.014,33.455,0.431,V
2457595.56218,2016-07-26.0581365,bg,1.45,15.745,12.702,0.014,31.830,0.402,V
2457595.56345,2016-07-26.0594071,bg,1.51,15.728,12.712,0.014,31.542,0.407,V
2457595.56473,2016-07-26.0606905,bg,1.58,15.720,12.702,0.014,31.848,0.409,V
2457601.59915,2016-08-01.0955201,bg,1.40,15.624,12.564,0.014,36.172,0.449,V
2457602.64144,2016-08-02.1378910,bg,1.49,15.699,12.534,0.013,37.173,0.422,V
2457603.56129,2016-08-03.0578079,bg,1.42,15.702,12.496,0.012,38.525,0.421,V
2457603.56258,2016-08-03.0590920,bg,1.45,15.697,12.497,0.012,38.481,0.426,V
2457603.56387,2016-08-03.0603804,bg,1.49,15.635,12.463,0.013,39.667,0.449,V
2457606.52314,2016-08-06.0198763,bg,1.45,15.649,12.369,0.012,43.272,0.446,V
2457606.52443,2016-08-06.0211664,bg,1.46,15.666,12.374,0.011,43.079,0.445,V
2457606.52572,2016-08-06.0224509,bg,1.46,15.638,12.396,0.012,42.217,0.453,V
2457609.50458,2016-08-09.0015393,bg,1.44,15.565,12.309,0.012,45.728,0.483,V
2457609.50585,2016-08-09.0028146,bg,1.48,15.596,12.321,0.012,45.212,0.472,V
2457609.50714,2016-08-09.0041064,bg,1.52,15.594,12.343,0.012,44.305,0.479,V
2457612.60462,2016-08-12.1018307,bg,1.60,15.557,12.438,0.013,40.597,0.483,V
2457612.60591,2016-08-12.1031209,bg,1.54,15.555,12.435,0.013,40.733,0.481,V
2457612.60722,2016-08-12.1044320,bg,1.55,15.541,12.434,0.013,40.781,0.504,V
2457616.55778,2016-08-16.0553196,bg,1.47,15.528,12.655,0.016,33.272,0.494,V
2457616.55907,2016-08-16.0566083,bg,1.55,15.570,12.638,0.016,33.772,0.477,V
2457616.56039,2016-08-16.0579253,bg,1.42,15.594,12.642,0.015,33.652,0.460,V
2457619.59717,2016-08-19.0949700,bg,1.76,15.517,12.670,0.017,32.804,0.501,V
2457619.59846,2016-08-19.0962541,bg,1.74,15.372,12.700,0.019,31.931,0.559,V
2457619.59974,2016-08-19.0975326,bg,1.67,15.498,12.690,0.017,32.230,0.502,V
2457621.58945,2016-08-21.0874192,bg,1.59,15.485,12.612,0.016,34.600,0.517,V
2457621.59069,2016-08-21.0886626,bg,1.49,15.540,12.618,0.016,34.431,0.499,V
2457621.59198,2016-08-21.0899482,bg,1.47,15.490,12.610,0.015,34.675,0.504,V
2457622.55489,2016-08-22.0529442,bg,1.71,15.636,12.603,0.014,34.906,0.447,V
2457622.55622,2016-08-22.0542714,bg,1.72,15.768,12.589,0.013,35.349,0.399,V
2457622.55751,2016-08-22.0555656,bg,1.70,15.722,12.608,0.013,34.740,0.419,V
2457625.60039,2016-08-25.0987061,bg,1.57,15.624,12.511,0.013,37.981,0.452,V
2457625.60167,2016-08-25.0999922,bg,1.54,15.653,12.510,0.013,38.010,0.439,V
2457625.60296,2016-08-25.1012820,bg,1.63,15.568,12.513,0.014,37.928,0.474,V
2457626.60304,2016-08-26.1014513,bg,1.65,15.589,12.478,0.013,39.142,0.469,V
2457626.60434,2016-08-26.1027486,bg,1.66,15.575,12.464,0.013,39.673,0.476,V
2457626.60562,2016-08-26.1040379,bg,1.67,15.615,12.472,0.013,39.348,0.460,V
2457630.50956,2016-08-30.0083221,bg,1.48,15.612,12.351,0.012,43.998,0.464,V
2457630.51084,2016-08-30.0096091,bg,1.46,15.607,12.322,0.012,45.186,0.467,V
2457630.51213,2016-08-30.0108996,bg,1.45,15.613,12.344,0.012,44.297,0.462,V
2457634.56995,2016-09-03.0690847,bg,1.42,15.586,12.421,0.012,41.230,0.464,V
2457634.57123,2016-09-03.0703730,bg,1.40,15.644,12.420,0.012,41.319,0.456,V
2457634.57252,2016-09-03.0716612,bg,1.44,15.604,12.407,0.012,41.782,0.463,V
2457638.54316,2016-09-07.0426730,bg,1.72,15.080,12.655,0.024,33.246,0.734,V
2457638.54445,2016-09-07.0439579,bg,1.79,15.335,12.625,0.019,34.175,0.581,V
2457638.54573,2016-09-07.0452370,bg,1.69,15.400,12.631,0.018,33.998,0.552,V
2457639.49516,2016-09-07.9947591,bg,1.89,15.710,12.697,0.015,31.991,0.422,V
2457639.49645,2016-09-07.9960497,bg,1.85,15.699,12.659,0.014,33.123,0.426,V
2457639.49774,2016-09-07.9973386,bg,1.78,15.653,12.673,0.015,32.705,0.437,V
2457643.54441,2016-09-12.0443915,bg,1.37,15.551,12.642,0.015,33.646,0.476,V
2457643.54571,2016-09-12.0456848,bg,1.46,15.590,12.603,0.015,34.900,0.470,V
2457643.54700,2016-09-12.0469822,bg,1.49,15.566,12.609,0.015,34.692,0.472,V
2457649.58471,2016-09-18.0852565,bg,1.54,15.407,12.478,0.016,39.156,0.552,V
2457649.58599,2016-09-18.0865342,bg,1.52,15.394,12.498,0.016,38.420,0.553,V
2457649.58729,2016-09-18.0878339,bg,1.50,15.430,12.483,0.015,38.940,0.549,V
2457651.54665,2016-09-20.0473755,bg,1.70,15.588,12.408,0.013,41.767,0.479,V
2457651.54794,2016-09-20.0486645,bg,1.75,15.633,12.399,0.012,42.094,0.465,V
2457651.54922,2016-09-20.0499530,bg,1.70,15.598,12.405,0.013,41.875,0.470,V
2457654.50464,2016-09-23.0056369,bg,1.64,15.543,12.335,0.012,44.682,0.494,V
2457654.50593,2016-09-23.0069269,bg,1.57,15.576,12.348,0.012,44.128,0.477,V
2457654.50721,2016-09-23.0082103,bg,1.55,15.547,12.376,0.013,43.019,0.494,V
2457657.56065,2016-09-26.0619349,bg,1.49,15.589,12.462,0.013,39.696,0.470,V
2457657.56194,2016-09-26.0632244,bg,1.40,15.651,12.443,0.012,40.434,0.444,V
2457657.56323,2016-09-26.0645144,bg,1.51,15.601,12.456,0.013,39.971,0.475,V
2457659.51802,2016-09-28.0194791,bg,1.57,15.645,12.544,0.014,36.835,0.446,V
2457659.51932,2016-09-28.0207781,bg,1.61,15.656,12.554,0.014,36.486,0.447,V
2457659.52061,2016-09-28.0220648,bg,1.55,15.726,12.549,0.013,36.686,0.417,V
2457662.50704,2016-10-01.0087708,bg,1.45,15.639,12.679,0.015,32.525,0.460,V
2457662.50833,2016-10-01.0100576,bg,1.42,15.629,12.677,0.014,32.579,0.443,V
2457662.50962,2016-10-01.0113459,bg,1.42,15.719,12.650,0.014,33.418,0.421,V
2457666.53610,2016-10-05.0381850,bg,1.42,15.652,12.641,0.015,33.701,0.448,V
2457666.53740,2016-10-05.0394826,bg,1.42,15.601,12.590,0.015,35.313,0.458,V
2457666.53869,2016-10-05.0407701,bg,1.40,15.634,12.603,0.014,34.909,0.456,V
2457669.51022,2016-10-08.0125579,bg,1.43,15.531,12.561,0.015,36.262,0.496,V
2457669.51149,2016-10-08.0138336,bg,1.43,15.584,12.552,0.014,36.545,0.465,V
2457669.51277,2016-10-08.0151078,bg,1.43,15.648,12.577,0.014,35.731,0.443,V
2457675.50871,2016-10-14.0115465,bg,1.40,15.416,12.390,0.014,42.468,0.546,V
2457675.51002,2016-10-14.0128488,bg,1.48,15.418,12.352,0.014,43.956,0.546,V
2457675.51131,2016-10-14.0141467,bg,1.47,15.337,12.336,0.015,44.644,0.593,V
2457682.48816,2016-10-20.9915332,bg,1.59,15.414,12.597,0.017,35.087,0.546,V
2457682.48946,2016-10-20.9928291,bg,1.58,15.291,12.588,0.019,35.362,0.617,V
2457682.49074,2016-10-20.9941182,bg,1.53,15.452,12.569,0.016,36.021,0.523,V
2457778.87696,2017-01-25.3807439,bg,1.47,15.112,12.559,0.022,36.312,0.710,V
2457778.87824,2017-01-25.382025,bg,1.54,15.046,12.659,0.025,33.132,0.756,V
2457779.87260,2017-01-26.3763141,bg,1.46,15.330,12.592,0.018,35.235,0.580,V
2457779.87389,2017-01-26.3776019,bg,1.41,15.332,12.522,0.016,37.589,0.581,V
2457779.87518,2017-01-26.3788899,bg,1.50,15.268,12.579,0.019,35.660,0.624,V
2457781.87153,2017-01-28.3750976,bg,1.48,15.504,12.570,0.015,35.963,0.496,V
2457781.87284,2017-01-28.3764101,bg,1.44,15.424,12.550,0.016,36.642,0.537,V
2457781.87415,2017-01-28.3777219,bg,1.48,15.367,12.566,0.018,36.094,0.566,V
2457782.86367,2017-01-29.3671759,bg,1.41,15.561,12.559,0.014,36.331,0.471,V
2457782.86498,2017-01-29.3684755,bg,1.41,15.481,12.546,0.016,36.792,0.518,V
2457782.86628,2017-01-29.3697768,bg,1.42,15.503,12.548,0.015,36.717,0.502,V
2457784.86678,2017-01-31.3701341,bg,1.42,15.549,12.479,0.014,39.094,0.482,V
2457784.86808,2017-01-31.3714349,bg,1.53,15.552,12.504,0.014,38.196,0.484,V
2457784.86941,2017-01-31.3727630,bg,1.42,15.548,12.512,0.014,37.947,0.485,V
2457786.85814,2017-02-02.3613430,bg,1.54,99.990,99.990,99.990,99.990,99.990,V
2457786.85945,2017-02-02.3626526,bg,1.60,15.466,12.417,0.013,41.391,0.517,V
2457786.86076,2017-02-02.3639755,bg,1.50,15.447,12.406,0.014,41.829,0.529,V
2457787.86150,2017-02-03.3646190,bg,1.60,99.990,99.990,99.990,99.990,99.990,V
2457787.86281,2017-02-03.3659355,bg,1.54,99.990,99.990,99.990,99.990,99.990,V
2457787.86412,2017-02-03.3672420,bg,1.46,99.990,99.990,99.990,99.990,99.990,V
2457790.85207,2017-02-06.3549546,bg,1.49,15.503,12.366,0.012,43.404,0.502,V
2457790.85338,2017-02-06.3562673,bg,1.54,15.440,12.359,0.013,43.658,0.527,V
2457790.85469,2017-02-06.3575813,bg,1.55,15.481,12.396,0.013,42.238,0.511,V
2457794.85821,2017-02-10.3607645,bg,1.54,15.248,12.505,0.018,38.187,0.639,V
2457794.85952,2017-02-10.3620791,bg,1.55,15.245,12.568,0.019,36.038,0.629,V
2457794.86083,2017-02-10.3633855,bg,1.50,15.352,12.554,0.018,36.501,0.573,V
2457797.84033,2017-02-13.3426343,bg,1.49,15.322,12.551,0.017,36.606,0.587,V
2457797.84164,2017-02-13.3439421,bg,1.61,15.303,12.571,0.019,35.911,0.604,V
2457797.84294,2017-02-13.3452430,bg,1.52,15.326,12.569,0.017,35.975,0.584,V
2457799.84308,2017-02-15.3452157,bg,1.44,15.428,12.588,0.017,35.389,0.536,V
2457799.84440,2017-02-15.3465333,bg,1.46,15.421,12.594,0.017,35.171,0.538,V
2457799.84570,2017-02-15.3478318,bg,1.50,15.462,12.533,0.016,37.238,0.527,V
2457801.87949,2017-02-17.3814453,bg,1.34,15.487,12.540,0.015,36.988,0.518,V
2457801.88080,2017-02-17.3827574,bg,1.50,15.472,12.561,0.016,36.262,0.525,V
2457801.88210,2017-02-17.3840535,bg,1.44,15.499,12.557,0.016,36.377,0.506,V
2457803.84839,2017-02-19.3501689,bg,1.45,15.534,12.567,0.015,36.079,0.489,V
2457803.84970,2017-02-19.3514791,bg,1.45,15.550,12.567,0.015,36.081,0.483,V
2457803.85101,2017-02-19.3527902,bg,1.46,15.535,12.568,0.015,36.030,0.487,V
2457805.86882,2017-02-21.3704185,bg,1.44,15.582,12.595,0.015,35.152,0.469,V
2457805.87013,2017-02-21.3717179,bg,1.42,15.622,12.566,0.014,36.073,0.456,V
2457805.87143,2017-02-21.3730194,bg,1.44,15.512,12.554,0.014,36.493,0.494,V
2457808.85486,2017-02-24.3561782,bg,1.53,15.493,12.460,0.014,39.794,0.511,V
2457808.85615,2017-02-24.3574739,bg,1.51,15.539,12.445,0.013,40.364,0.480,V
2457808.85746,2017-02-24.3587767,bg,1.50,15.515,12.456,0.014,39.972,0.498,V
2457813.79992,2017-03-01.3007782,bg,1.56,15.518,12.409,0.012,41.737,0.495,V
2457813.80118,2017-03-01.3020458,bg,1.47,15.524,12.412,0.013,41.614,0.509,V
2457813.80251,2017-03-01.3033652,bg,1.58,99.990,99.990,99.990,99.990,99.990,V
2457818.80987,2017-03-06.3102517,bg,1.46,99.990,99.990,99.990,99.990,99.990,V
2457818.81118,2017-03-06.3115607,bg,1.48,99.990,99.990,99.990,99.990,99.990,V
2457818.81248,2017-03-06.3128633,bg,1.37,15.547,12.519,0.014,37.724,0.485,V
2457822.77321,2017-03-10.2732216,bg,1.56,15.359,12.534,0.016,37.185,0.567,V
2457822.77452,2017-03-10.2745364,bg,1.50,15.356,12.527,0.016,37.424,0.565,V
2457822.77585,2017-03-10.2758555,bg,1.49,15.332,12.523,0.016,37.578,0.581,V
2457825.77089,2017-03-13.2706141,bg,1.44,15.321,12.549,0.018,36.660,0.607,V
2457825.77219,2017-03-13.2719119,bg,1.53,15.366,12.538,0.016,37.035,0.564,V
2457825.77349,2017-03-13.2732138,bg,1.46,15.293,12.558,0.019,36.383,0.611,V
2457827.81104,2017-03-15.3105759,bg,1.50,15.445,12.545,0.016,36.812,0.534,V
2457827.81235,2017-03-15.3118800,bg,1.54,15.372,12.564,0.017,36.152,0.566,V
2457827.81366,2017-03-15.3131895,bg,1.45,15.429,12.571,0.017,35.906,0.536,V
2457829.87134,2017-03-17.3706789,bg,1.43,15.413,12.511,0.016,37.999,0.548,V
2457829.87265,2017-03-17.3719849,bg,1.43,15.418,12.482,0.016,38.986,0.555,V
2457829.87396,2017-03-17.3732924,bg,1.44,15.394,12.479,0.016,39.123,0.570,V
2457834.88887,2017-03-22.3877365,bg,1.40,15.591,12.361,0.012,43.615,0.470,V
2457834.89021,2017-03-22.3890708,bg,1.48,15.529,12.388,0.013,42.542,0.495,V
2457834.89151,2017-03-22.3903790,bg,1.49,15.519,12.380,0.013,42.827,0.496,V
2457835.79287,2017-03-23.2916513,bg,1.48,15.523,12.407,0.013,41.779,0.501,V
2457835.79417,2017-03-23.2929578,bg,1.50,99.990,99.990,99.990,99.990,99.990,V
2457835.79544,2017-03-23.2942218,bg,1.51,15.528,12.387,0.013,42.602,0.494,V
2457837.76963,2017-03-25.2682305,bg,1.52,99.990,99.990,99.990,99.990,99.990,V
2457837.77095,2017-03-25.2695523,bg,1.51,99.990,99.990,99.990,99.990,99.990,V
2457837.77226,2017-03-25.2708619,bg,1.49,99.990,99.990,99.990,99.990,99.990,V
2457843.71943,2017-03-31.2174931,bg,1.50,99.990,99.990,99.990,99.990,99.990,V
2457843.72075,2017-03-31.2188091,bg,1.57,99.990,99.990,99.990,99.990,99.990,V
2457843.72206,2017-03-31.2201471,bg,1.53,15.498,12.542,0.015,36.911,0.503,V
2457845.81341,2017-04-02.3112807,bg,1.56,15.550,12.550,0.015,36.641,0.481,V
2457845.81471,2017-04-02.3125864,bg,1.56,15.617,12.556,0.014,36.449,0.453,V
2457845.81602,2017-04-02.3139013,bg,1.51,15.581,12.558,0.014,36.352,0.473,V
2457848.80712,2017-04-05.3047355,bg,1.62,15.599,12.555,0.014,36.456,0.467,V
2457848.80842,2017-04-05.3060353,bg,1.50,15.627,12.564,0.013,36.136,0.446,V
2457848.80973,2017-04-05.3073460,bg,1.51,15.622,12.571,0.014,35.925,0.453,V
2457853.69642,2017-04-10.1936258,bg,1.69,15.295,12.442,0.017,40.464,0.605,V
2457853.69769,2017-04-10.1948962,bg,1.59,15.307,12.462,0.017,39.713,0.602,V
2457853.69895,2017-04-10.1961615,bg,1.61,15.263,12.424,0.016,41.147,0.613,V
2457855.83146,2017-04-12.3285006,bg,1.54,15.234,12.370,0.017,43.243,0.647,V
2457855.83272,2017-04-12.3297584,bg,1.54,15.357,12.371,0.015,43.202,0.583,V
2457855.83401,2017-04-12.3310381,bg,1.53,15.421,12.425,0.015,41.085,0.551,V
2457857.75881,2017-04-14.2556942,bg,1.60,99.990,99.990,99.990,99.990,99.990,V
2457857.76007,2017-04-14.2569564,bg,1.65,14.218,12.425,0.043,41.109,1.632,V
2457857.76134,2017-04-14.2582195,bg,1.91,99.990,99.990,99.990,99.990,99.990,V
2457858.78034,2017-04-15.2771366,bg,1.41,15.309,12.374,0.016,43.069,0.601,V
2457858.78160,2017-04-15.2784028,bg,1.48,15.462,12.376,0.014,43.013,0.528,V
2457858.78287,2017-04-15.2796678,bg,1.49,15.341,12.366,0.015,43.418,0.590,V
2457862.67536,2017-04-19.1718621,bg,1.49,15.515,12.516,0.014,37.815,0.494,V
2457862.67662,2017-04-19.1731322,bg,1.45,15.553,12.519,0.014,37.697,0.486,V
2457862.67788,2017-04-19.1743903,bg,1.49,15.551,12.524,0.014,37.515,0.489,V
2457865.76414,2017-04-22.2604214,bg,1.47,15.640,12.574,0.014,35.837,0.446,V
2457865.76540,2017-04-22.2616853,bg,1.47,15.652,12.550,0.014,36.649,0.445,V
2457865.76668,2017-04-22.2629613,bg,1.44,15.638,12.638,0.015,33.790,0.454,V
2457869.83472,2017-04-26.3307282,bg,1.53,15.593,12.552,0.013,36.546,0.458,V
2457869.83601,2017-04-26.3320120,bg,1.44,15.600,12.583,0.015,35.552,0.470,V
2457869.83728,2017-04-26.3332843,bg,1.53,15.651,12.573,0.014,35.896,0.450,V
2457871.66558,2017-04-28.1614646,bg,1.45,15.617,12.551,0.014,36.605,0.465,V
2457871.66684,2017-04-28.1627312,bg,1.46,15.552,12.548,0.015,36.687,0.482,V
2457871.66811,2017-04-28.1639986,bg,1.44,15.620,12.552,0.014,36.558,0.468,V
2457873.78229,2017-04-30.2780417,bg,1.52,15.577,12.528,0.014,37.375,0.475,V
2457873.78355,2017-04-30.2793087,bg,1.50,15.637,12.553,0.014,36.540,0.465,V
2457873.78481,2017-04-30.2805697,bg,1.47,15.636,12.524,0.013,37.537,0.456,V
2457877.62839,2017-05-04.1239201,bg,1.46,15.497,12.374,0.013,43.074,0.519,V
2457877.62965,2017-05-04.1251803,bg,1.46,15.386,12.381,0.015,42.819,0.570,V
2457877.63092,2017-05-04.1264456,bg,1.44,15.444,12.415,0.014,41.476,0.540,V
2457878.80680,2017-05-05.3022679,bg,1.52,15.562,12.415,0.013,41.483,0.497,V
2457878.80806,2017-05-05.3035277,bg,1.41,15.544,12.381,0.013,42.800,0.502,V
2457878.80933,2017-05-05.3047930,bg,1.51,15.549,12.367,0.013,43.385,0.496,V
2457879.87401,2017-05-06.3694188,bg,1.46,15.540,12.373,0.013,43.120,0.507,V
2457879.87527,2017-05-06.3706791,bg,1.43,15.525,12.371,0.013,43.215,0.494,V
2457879.87653,2017-05-06.3719424,bg,1.56,15.479,12.362,0.013,43.540,0.516,V
2457880.72651,2017-05-07.2218717,bg,1.66,15.392,12.367,0.014,43.351,0.563,V
2457880.72777,2017-05-07.2231361,bg,1.62,15.333,12.377,0.015,42.968,0.587,V
2457880.72904,2017-05-07.2244028,bg,1.66,15.296,12.392,0.016,42.400,0.605,V
2457887.79594,2017-05-14.2909618,bg,1.51,14.785,12.586,0.030,35.446,0.956,V
2457887.79792,2017-05-14.2929458,bg,1.59,14.685,12.519,0.030,37.712,1.041,V
2457887.79977,2017-05-14.2948002,bg,1.55,15.064,12.524,0.022,37.546,0.742,V
2457888.80084,2017-05-15.2958283,bg,1.46,15.451,12.564,0.016,36.136,0.524,V
2457889.65918,2017-05-16.1541315,bg,1.58,15.420,12.565,0.016,36.149,0.535,V
2457889.66044,2017-05-16.1553962,bg,1.61,15.471,12.593,0.015,35.225,0.510,V
2457889.66171,2017-05-16.1566620,bg,1.62,15.451,12.584,0.017,35.523,0.530,V
2457893.80529,2017-05-20.3000908,bg,2.01,15.603,12.591,0.015,35.293,0.471,V
2457893.80655,2017-05-20.3013483,bg,2.02,15.562,12.567,0.015,36.092,0.485,V
2457893.80782,2017-05-20.3026112,bg,2.02,15.586,12.569,0.015,36.004,0.473,V
2457894.67334,2017-05-21.1681055,bg,1.44,15.625,12.530,0.013,37.305,0.449,V
2457894.67462,2017-05-21.1693851,bg,1.50,15.579,12.507,0.014,38.109,0.470,V
2457900.71663,2017-05-27.2112328,bg,1.45,15.599,12.407,0.013,41.775,0.464,V
2457900.71790,2017-05-27.2124991,bg,1.48,15.562,12.408,0.013,41.773,0.478,V
2457900.71917,2017-05-27.2137743,bg,1.43,15.547,12.405,0.013,41.900,0.494,V
2457903.73166,2017-05-30.2261994,bg,1.49,14.775,12.411,0.027,41.625,1.012,V
2457903.73292,2017-05-30.2274612,bg,1.55,14.568,12.429,0.033,40.986,1.247,V
2457903.73419,2017-05-30.2287265,bg,1.44,99.990,99.990,99.990,99.990,99.990,V
2457904.78839,2017-05-31.2829136,bg,1.41,15.533,12.419,0.013,41.362,0.505,V
2457904.78968,2017-05-31.2841957,bg,1.47,15.562,12.432,0.013,40.862,0.506,V
2457904.79095,2017-05-31.2854653,bg,1.48,15.586,12.422,0.013,41.242,0.475,V
2457908.59464,2017-06-04.0891094,bg,1.46,15.348,12.532,0.016,37.239,0.573,V
2457908.59590,2017-06-04.0903706,bg,1.37,15.140,12.606,0.022,34.785,0.695,V
2457908.59716,2017-06-04.0916322,bg,1.43,14.829,12.592,0.029,35.259,0.937,V
2457910.67794,2017-06-06.1723865,bg,1.42,15.521,12.590,0.016,35.290,0.492,V
2457910.67921,2017-06-06.1736523,bg,1.46,15.469,12.551,0.015,36.618,0.514,V
2457910.68047,2017-06-06.1749156,bg,1.48,15.456,12.585,0.017,35.478,0.530,V
2457911.73475,2017-06-07.2291879,bg,1.44,15.431,12.576,0.017,35.769,0.537,V
2457911.73602,2017-06-07.2304571,bg,1.46,15.405,12.520,0.016,37.666,0.551,V
2457911.73728,2017-06-07.2317175,bg,1.45,15.381,12.556,0.016,36.410,0.553,V
2457915.67403,2017-06-11.1684619,bg,1.53,15.388,12.585,0.018,35.450,0.559,V
