HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458595.76085,2019-04-22.2571692,bG,1.39,15.849,13.190,0.020,19.244,0.341,g
2458595.76211,2019-04-22.2584364,bG,1.40,15.789,13.201,0.020,19.044,0.357,g
2458595.76340,2019-04-22.2597240,bG,1.42,15.879,13.202,0.019,19.025,0.332,g
2458597.65464,2019-04-24.1508344,bG,1.55,15.354,13.134,0.029,20.241,0.534,g
2458597.65592,2019-04-24.1521092,bG,1.62,15.471,13.210,0.028,18.884,0.482,g
2458597.65719,2019-04-24.1533842,bG,2.07,15.157,13.138,0.034,20.186,0.632,g
2458598.84861,2019-04-25.3447189,bG,1.41,14.787,13.140,0.048,20.135,0.888,g
2458598.84988,2019-04-25.3459884,bG,1.47,14.588,13.086,0.055,21.171,1.069,g
2458598.85116,2019-04-25.3472648,bG,1.46,14.830,13.094,0.044,21.013,0.856,g
2458600.61170,2019-04-27.1076973,bo,1.55,16.202,13.106,0.013,20.780,0.248,g
2458600.61291,2019-04-27.1089048,bo,1.57,16.232,13.145,0.013,20.036,0.241,g
2458600.61412,2019-04-27.1101123,bo,1.56,16.241,13.148,0.013,19.991,0.240,g
2458601.86841,2019-04-28.3643214,bk,1.45,16.220,13.112,0.012,20.665,0.242,g
2458601.86963,2019-04-28.3655380,bk,1.46,16.173,13.111,0.013,20.677,0.256,g
2458601.87085,2019-04-28.3667560,bk,1.52,16.215,13.109,0.012,20.720,0.243,g
2458602.79501,2019-04-29.2908586,bG,1.45,16.172,13.085,0.013,21.193,0.254,g
2458602.79633,2019-04-29.2921781,bG,1.42,16.115,13.095,0.015,20.992,0.272,g
2458602.79760,2019-04-29.2934530,bG,1.38,16.175,13.092,0.014,21.049,0.259,g
2458603.76236,2019-04-30.2581515,bk,1.46,15.783,13.113,0.019,20.636,0.358,g
2458603.76358,2019-04-30.2593658,bk,1.45,15.811,13.053,0.018,21.827,0.359,g
2458603.76479,2019-04-30.2605875,bk,1.46,15.851,13.101,0.018,20.870,0.342,g
2458604.66868,2019-05-01.1644138,bk,1.53,16.160,13.131,0.013,20.307,0.256,g
2458604.66989,2019-05-01.1656315,bk,1.51,16.170,13.099,0.013,20.920,0.255,g
2458604.67111,2019-05-01.1668483,bk,1.45,16.198,13.127,0.013,20.383,0.247,g
2458605.67633,2019-05-02.1720059,bG,1.43,16.094,13.171,0.015,19.577,0.274,g
2458605.67762,2019-05-02.1732923,bG,1.42,16.119,13.124,0.015,20.436,0.271,g
2458605.67891,2019-05-02.1745800,bG,1.44,16.076,13.115,0.015,20.615,0.283,g
2458607.41421,2019-05-03.9097790,bo,1.54,16.010,13.208,0.018,18.921,0.304,g
2458607.41542,2019-05-03.9109900,bo,2.03,16.219,13.187,0.014,19.297,0.249,g
2458607.41663,2019-05-03.9122009,bo,1.66,15.657,13.149,0.023,19.978,0.411,g
2458608.62313,2019-05-05.1186336,bG,1.47,16.017,13.260,0.018,18.032,0.294,g
2458608.62440,2019-05-05.1199032,bG,1.51,16.110,13.253,0.016,18.140,0.269,g
2458608.62567,2019-05-05.1211758,bG,1.45,16.136,13.221,0.015,18.680,0.260,g
2458609.65911,2019-05-06.1545585,bG,1.46,16.187,13.263,0.016,17.982,0.253,g
2458609.66038,2019-05-06.1558274,bG,1.48,16.159,13.283,0.015,17.657,0.255,g
2458609.66167,2019-05-06.1571153,bG,1.43,16.145,13.273,0.016,17.817,0.265,g
2458611.64111,2019-05-08.1364570,bG,1.53,14.930,12.985,0.037,23.229,0.785,g
2458611.64238,2019-05-08.1377234,bG,1.43,14.214,13.081,0.078,21.272,1.508,g
2458611.64365,2019-05-08.1389877,bG,1.42,15.012,13.093,0.038,21.031,0.736,g
2458611.74923,2019-05-08.2445666,bk,1.42,15.392,13.167,0.029,19.635,0.519,g
2458611.75045,2019-05-08.2457870,bk,1.41,15.788,13.229,0.022,18.555,0.368,g
2458611.75168,2019-05-08.2470135,bk,1.45,13.450,13.246,0.183,18.279,3.062,g
2458612.60974,2019-05-09.1050268,bk,1.57,16.161,13.276,0.015,17.772,0.253,g
2458612.61095,2019-05-09.1062495,bk,1.51,16.197,13.299,0.016,17.406,0.252,g
2458612.61217,2019-05-09.1074710,bk,1.55,16.119,13.253,0.016,18.147,0.268,g
2458613.60138,2019-05-10.0966162,bk,1.41,16.177,13.276,0.016,17.776,0.257,g
2458613.60259,2019-05-10.0978355,bk,1.45,16.209,13.240,0.015,18.367,0.253,g
2458613.60381,2019-05-10.0990543,bk,1.44,16.202,13.278,0.016,17.726,0.251,g
2458615.36022,2019-05-11.8553731,bo,1.54,16.099,13.200,0.016,19.062,0.274,g
2458615.36143,2019-05-11.8565880,bo,1.54,16.085,13.229,0.016,18.553,0.273,g
2458615.36265,2019-05-11.8578028,bo,1.54,16.191,13.246,0.014,18.264,0.248,g
2458615.80341,2019-05-12.2985517,bk,1.51,16.160,13.242,0.016,18.339,0.263,g
2458615.80463,2019-05-12.2997741,bk,1.52,16.202,13.251,0.015,18.188,0.256,g
2458615.80585,2019-05-12.3009932,bk,1.59,16.214,13.266,0.014,17.932,0.242,g
2458616.73994,2019-05-13.2350284,bk,1.42,16.209,13.249,0.014,18.216,0.245,g
2458616.74116,2019-05-13.2362498,bk,1.46,16.244,13.238,0.014,18.385,0.238,g
2458616.74237,2019-05-13.2374653,bk,1.46,16.282,13.212,0.014,18.850,0.238,g
2458618.59179,2019-05-15.0868060,bG,1.52,15.779,13.161,0.021,19.744,0.367,g
2458618.59307,2019-05-15.0880800,bG,1.43,15.931,13.249,0.018,18.221,0.316,g
2458618.59434,2019-05-15.0893548,bG,1.48,15.844,13.176,0.020,19.478,0.343,g
2458619.62082,2019-05-16.1157928,bG,1.52,15.843,13.182,0.019,19.381,0.342,g
2458619.62210,2019-05-16.1170753,bG,1.40,15.739,13.171,0.021,19.566,0.376,g
2458619.62338,2019-05-16.1183487,bG,1.43,15.850,13.160,0.019,19.770,0.343,g
2458620.35654,2019-05-16.8514846,bo,1.55,15.828,13.137,0.019,20.184,0.351,g
2458620.35780,2019-05-16.8527494,bo,1.52,15.674,13.180,0.023,19.405,0.399,g
2458620.35902,2019-05-16.8539627,bo,1.42,15.785,13.143,0.020,20.091,0.363,g
2458621.59901,2019-05-18.0939101,bk,1.53,15.480,13.163,0.027,19.717,0.479,g
2458621.60023,2019-05-18.0951328,bk,1.52,15.519,13.155,0.025,19.851,0.458,g
2458621.60146,2019-05-18.0963568,bk,1.55,15.519,13.175,0.025,19.494,0.458,g
2458624.61678,2019-05-21.1115670,bG,1.43,15.776,13.086,0.019,21.168,0.366,g
2458624.61806,2019-05-21.1128472,bG,1.45,15.731,13.142,0.021,20.098,0.382,g
2458624.61934,2019-05-21.1141278,bG,1.51,15.617,13.101,0.022,20.868,0.421,g
2458625.31172,2019-05-21.8064825,bo,1.41,15.833,13.088,0.017,21.132,0.345,g
2458625.31292,2019-05-21.8076870,bo,1.50,15.829,13.063,0.018,21.612,0.349,g
2458625.31413,2019-05-21.8088961,bo,1.52,15.884,13.053,0.016,21.811,0.330,g
2458625.57405,2019-05-22.0688017,bG,1.47,15.760,13.079,0.020,21.307,0.371,g
2458625.57532,2019-05-22.0700761,bG,1.44,15.794,13.078,0.019,21.319,0.360,g
2458625.57660,2019-05-22.0713546,bG,1.51,15.803,13.118,0.018,20.553,0.354,g
2458626.31226,2019-05-22.8069884,bo,1.61,16.022,13.095,0.016,20.989,0.296,g
2458626.31347,2019-05-22.8082056,bo,1.57,16.058,13.093,0.015,21.024,0.287,g
2458626.31470,2019-05-22.8094298,bo,1.57,16.064,13.100,0.015,20.906,0.282,g
2458626.57340,2019-05-23.0681325,bk,1.50,15.974,13.132,0.016,20.298,0.303,g
2458626.57464,2019-05-23.0693703,bk,1.48,16.072,13.097,0.015,20.942,0.286,g
2458626.57586,2019-05-23.0705895,bk,1.53,16.023,13.101,0.015,20.873,0.292,g
2458627.30826,2019-05-23.8029582,bo,1.48,16.198,13.069,0.012,21.500,0.249,g
2458627.30948,2019-05-23.8041810,bo,1.44,16.173,13.073,0.014,21.408,0.258,g
2458627.31069,2019-05-23.8053969,bo,1.47,16.188,13.085,0.013,21.184,0.251,g
2458627.45572,2019-05-23.9504236,bo,1.47,16.107,13.111,0.014,20.698,0.267,g
2458627.45695,2019-05-23.9516534,bo,1.41,16.152,13.113,0.013,20.647,0.257,g
2458627.45818,2019-05-23.9528752,bo,1.48,16.057,13.128,0.015,20.357,0.279,g
2458628.32094,2019-05-24.8156145,bo,1.45,16.161,13.129,0.014,20.341,0.265,g
2458628.32215,2019-05-24.8168241,bo,1.43,16.123,13.123,0.015,20.460,0.270,g
2458628.32336,2019-05-24.8180410,bo,1.45,16.117,13.103,0.015,20.821,0.274,g
2458628.49131,2019-05-24.9859787,bo,1.52,16.141,13.147,0.015,20.015,0.267,g
2458628.49253,2019-05-24.9871993,bo,1.48,16.085,13.117,0.014,20.560,0.276,g
2458628.49374,2019-05-24.9884114,bo,1.49,16.099,13.146,0.015,20.029,0.275,g
2458629.30005,2019-05-25.7947085,bo,1.52,16.081,13.185,0.016,19.332,0.281,g
2458629.30126,2019-05-25.7959136,bo,1.46,16.085,13.138,0.015,20.181,0.278,g
2458629.30246,2019-05-25.7971200,bo,1.49,16.159,13.127,0.014,20.392,0.259,g
2458629.86856,2019-05-26.3631909,bG,1.47,13.780,13.261,0.136,18.028,2.235,g
2458629.86983,2019-05-26.3644615,bG,1.54,99.990,99.990,99.990,99.990,99.990,g
2458629.87112,2019-05-26.3657561,bG,1.49,99.990,99.990,99.990,99.990,99.990,g
2458630.46694,2019-05-26.9615517,bo,2.09,14.854,13.215,0.048,18.789,0.834,g
2458630.46825,2019-05-26.9628706,bo,2.14,15.162,13.170,0.035,19.586,0.630,g
2458630.46961,2019-05-26.9642263,bo,2.11,14.885,13.221,0.047,18.688,0.812,g
2458631.56498,2019-05-28.0595708,bG,2.03,16.119,13.231,0.015,18.512,0.266,g
2458631.56625,2019-05-28.0608369,bG,1.47,16.148,13.242,0.016,18.342,0.261,g
2458631.56752,2019-05-28.0621112,bG,1.42,16.200,13.252,0.014,18.168,0.248,g
2458631.74719,2019-05-28.2417777,bG,1.50,16.159,13.244,0.015,18.292,0.255,g
2458631.74846,2019-05-28.2430556,bG,1.49,16.067,13.285,0.018,17.622,0.282,g
2458631.74973,2019-05-28.2443221,bG,1.49,16.106,13.267,0.016,17.916,0.269,g
2458633.48775,2019-05-29.9823038,bo,1.51,16.264,13.284,0.014,17.642,0.231,g
2458633.48945,2019-05-29.9840087,bo,1.48,16.266,13.280,0.015,17.696,0.235,g
2458635.86685,2019-06-01.3613681,bk,1.48,16.236,13.286,0.015,17.612,0.242,g
2458635.86807,2019-06-01.3625858,bk,1.41,16.253,13.285,0.014,17.613,0.233,g
2458635.86928,2019-06-01.3638003,bk,1.49,16.263,13.250,0.015,18.213,0.246,g
2458636.39440,2019-06-01.8889082,bo,1.42,16.272,13.281,0.015,17.678,0.236,g
2458636.39562,2019-06-01.8901267,bo,1.46,16.258,13.238,0.014,18.407,0.237,g
2458636.39683,2019-06-01.8913444,bo,1.42,16.269,13.248,0.014,18.246,0.235,g
2458636.64594,2019-06-02.1404395,bk,1.53,16.239,13.258,0.014,18.061,0.238,g
2458636.64716,2019-06-02.1416598,bk,1.52,16.232,13.235,0.015,18.456,0.248,g
2458636.64839,2019-06-02.1428881,bk,1.46,16.217,13.245,0.015,18.289,0.249,g
2458636.75804,2019-06-02.2525407,bk,1.45,16.261,13.229,0.014,18.544,0.243,g
2458636.75927,2019-06-02.2537574,bk,1.41,16.251,13.251,0.015,18.180,0.244,g
2458636.76048,2019-06-02.2549775,bk,1.50,16.194,13.234,0.014,18.466,0.246,g
2458637.32479,2019-06-02.8192833,bo,1.60,16.225,13.210,0.014,18.879,0.241,g
2458637.32599,2019-06-02.8204894,bo,1.59,16.256,13.207,0.014,18.927,0.237,g
2458637.32722,2019-06-02.8217168,bo,1.63,16.242,13.212,0.013,18.846,0.237,g
2458638.27711,2019-06-03.7715918,bo,1.57,16.225,13.226,0.015,18.611,0.245,g
2458638.27833,2019-06-03.7728123,bo,1.54,16.237,13.256,0.014,18.089,0.240,g
2458638.27954,2019-06-03.7740202,bo,1.54,16.159,13.191,0.015,19.222,0.261,g
2458638.55034,2019-06-04.0448165,bo,1.69,99.990,99.990,99.990,99.990,99.990,g
2458638.68514,2019-06-04.1796109,bG,1.42,16.022,13.230,0.018,18.541,0.297,g
2458638.68641,2019-06-04.1808765,bG,1.42,16.035,13.187,0.017,19.289,0.289,g
2458638.68767,2019-06-04.1821386,bG,1.42,16.166,13.172,0.014,19.549,0.254,g
2458639.59955,2019-06-05.0940079,bG,1.47,15.958,13.156,0.017,19.829,0.308,g
2458639.60081,2019-06-05.0952715,bG,1.40,16.008,13.170,0.016,19.606,0.295,g
2458639.60208,2019-06-05.0965353,bG,1.43,15.963,13.178,0.018,19.451,0.309,g
2458641.28046,2019-06-06.7749078,bo,1.41,99.990,99.990,99.990,99.990,99.990,g
2458641.28167,2019-06-06.7761296,bo,1.46,99.990,99.990,99.990,99.990,99.990,g
2458641.28289,2019-06-06.7773442,bo,1.45,99.990,99.990,99.990,99.990,99.990,g
2458641.45525,2019-06-06.9497046,bo,1.50,99.990,99.990,99.990,99.990,99.990,g
2458641.45651,2019-06-06.9509484,bo,1.49,99.990,99.990,99.990,99.990,99.990,g
2458641.45771,2019-06-06.9521620,bo,1.41,16.276,13.239,0.013,18.390,0.231,g
2458641.57520,2019-06-07.0696473,bo,1.47,15.480,13.191,0.027,19.214,0.474,g
2458641.57642,2019-06-07.0708636,bo,1.51,15.693,13.116,0.020,20.601,0.390,g
2458641.57765,2019-06-07.0720945,bo,1.51,99.990,99.990,99.990,99.990,99.990,g
2458641.78319,2019-06-07.2776358,bk,2.03,16.218,13.168,0.013,19.616,0.245,g
2458641.78440,2019-06-07.2788494,bk,2.04,16.201,13.165,0.014,19.692,0.251,g
2458641.78562,2019-06-07.2800636,bk,2.00,16.208,13.171,0.014,19.585,0.248,g
2458642.27350,2019-06-07.7679320,bo,1.41,15.441,13.164,0.027,19.708,0.489,g
2458642.27471,2019-06-07.7691476,bo,1.38,15.584,13.157,0.023,19.818,0.432,g
2458642.27592,2019-06-07.7703629,bo,1.50,15.706,13.163,0.021,19.715,0.385,g
2458642.52520,2019-06-08.0196409,bk,2.08,15.944,13.175,0.018,19.501,0.314,g
2458642.52642,2019-06-08.0208611,bk,2.07,16.026,13.195,0.017,19.140,0.294,g
2458642.52764,2019-06-08.0220743,bk,2.08,16.056,13.145,0.015,20.061,0.281,g
2458642.77132,2019-06-08.2657585,bk,1.48,16.243,13.144,0.013,20.049,0.236,g
2458642.77255,2019-06-08.2669894,bk,1.45,16.246,13.153,0.014,19.905,0.240,g
2458642.77377,2019-06-08.2682119,bk,1.45,16.229,13.202,0.013,19.031,0.241,g
2458643.26185,2019-06-08.7562886,bo,1.50,16.155,13.141,0.015,20.128,0.261,g
2458643.26308,2019-06-08.7575149,bo,1.45,16.191,13.170,0.013,19.590,0.251,g
2458643.26432,2019-06-08.7587541,bo,1.49,16.165,13.113,0.013,20.658,0.254,g
2458643.52584,2019-06-09.0202732,bG,1.47,16.029,13.113,0.015,20.634,0.291,g
2458643.52710,2019-06-09.0215427,bG,1.41,16.091,13.172,0.016,19.555,0.278,g
2458643.52838,2019-06-09.0228140,bG,1.43,16.068,13.152,0.016,19.914,0.287,g
2458643.79037,2019-06-09.2848138,bk,1.47,16.235,13.149,0.013,19.963,0.240,g
2458643.79160,2019-06-09.2860353,bk,1.43,16.234,13.140,0.013,20.151,0.242,g
2458643.79281,2019-06-09.2872476,bk,1.44,16.217,13.151,0.013,19.941,0.245,g
2458644.51481,2019-06-10.0092399,bG,1.48,16.013,13.103,0.016,20.835,0.298,g
2458644.51607,2019-06-10.0104993,bG,1.39,15.970,13.114,0.017,20.628,0.311,g
2458644.51734,2019-06-10.0117641,bG,1.43,16.026,13.149,0.015,19.969,0.291,g
2458644.63922,2019-06-10.1336444,bG,1.41,16.150,13.100,0.014,20.891,0.266,g
2458644.64048,2019-06-10.1349173,bG,1.43,16.070,13.112,0.015,20.672,0.285,g
2458644.64177,2019-06-10.1361922,bG,1.44,16.115,13.114,0.015,20.631,0.273,g
2458645.51063,2019-06-11.0050666,bG,1.44,15.996,13.139,0.016,20.148,0.299,g
2458645.51190,2019-06-11.0063348,bG,1.41,15.920,13.131,0.018,20.307,0.325,g
2458645.51317,2019-06-11.0075974,bG,1.42,16.000,13.097,0.016,20.952,0.304,g
2458645.75804,2019-06-11.2524685,bG,1.45,16.083,13.115,0.014,20.613,0.274,g
2458645.75930,2019-06-11.2537335,bG,1.43,16.131,13.087,0.014,21.150,0.269,g
2458645.76057,2019-06-11.2549981,bG,1.48,16.073,13.131,0.015,20.301,0.279,g
2458646.50618,2019-06-12.0006024,bG,1.51,15.846,13.096,0.018,20.962,0.344,g
2458646.50745,2019-06-12.0018796,bG,1.59,15.834,13.106,0.018,20.775,0.346,g
2458646.50877,2019-06-12.0031966,bG,1.63,15.930,13.087,0.016,21.154,0.318,g
2458646.78109,2019-06-12.2755163,bk,1.49,16.189,13.112,0.014,20.666,0.253,g
2458646.78230,2019-06-12.2767351,bk,1.50,16.202,13.096,0.013,20.974,0.250,g
2458646.78352,2019-06-12.2779542,bk,1.51,16.181,13.107,0.014,20.763,0.256,g
2458648.63806,2019-06-14.1324953,bk,1.40,15.988,13.096,0.015,20.968,0.299,g
2458648.63927,2019-06-14.1337157,bk,1.44,15.984,13.090,0.016,21.088,0.312,g
2458648.64049,2019-06-14.1349340,bk,1.45,15.865,13.081,0.017,21.279,0.333,g
2458648.82242,2019-06-14.3168603,bk,1.42,15.975,13.128,0.016,20.367,0.304,g
2458648.82364,2019-06-14.3180806,bk,1.46,15.932,13.117,0.016,20.558,0.314,g
2458648.82486,2019-06-14.3192917,bk,1.41,15.973,13.092,0.016,21.050,0.312,g
2458649.50767,2019-06-15.0021158,bk,2.23,15.372,13.091,0.028,21.062,0.529,g
2458649.50891,2019-06-15.0033574,bk,2.23,15.425,13.145,0.028,20.031,0.505,g
2458649.51013,2019-06-15.0045744,bk,2.21,15.515,13.099,0.024,20.901,0.460,g
2458650.72084,2019-06-16.2152827,bk,1.44,15.685,13.138,0.021,20.183,0.391,g
2458650.72206,2019-06-16.2165030,bk,1.47,15.700,13.106,0.021,20.784,0.391,g
2458650.72328,2019-06-16.2177255,bk,1.51,15.706,13.096,0.021,20.981,0.398,g
2458654.44240,2019-06-19.9368899,bo,1.47,15.752,13.233,0.021,18.484,0.369,g
2458654.44362,2019-06-19.9381009,bo,1.47,15.790,13.255,0.021,18.117,0.358,g
2458654.44483,2019-06-19.9393234,bo,1.45,15.744,13.255,0.022,18.116,0.373,g
2458655.37077,2019-06-20.8652668,bo,1.49,15.370,13.247,0.031,18.249,0.525,g
2458655.37199,2019-06-20.8664835,bo,1.56,15.543,13.291,0.028,17.521,0.448,g
2458655.37328,2019-06-20.8677706,bo,1.46,15.759,13.274,0.022,17.792,0.369,g
2458655.81861,2019-06-21.3131094,bG,1.47,15.948,13.261,0.019,18.007,0.312,g
2458655.81987,2019-06-21.3143716,bG,1.47,15.735,13.207,0.021,18.942,0.374,g
2458655.82113,2019-06-21.3156373,bG,1.42,15.029,13.270,0.043,17.854,0.712,g
2458657.54595,2019-06-23.0404784,bG,1.52,16.129,13.248,0.015,18.229,0.265,g
2458657.54722,2019-06-23.0417546,bG,1.47,16.133,13.219,0.015,18.717,0.261,g
2458657.54849,2019-06-23.0430252,bG,1.46,16.123,13.224,0.016,18.640,0.268,g
2458658.53062,2019-06-24.0251763,bo,1.61,16.207,13.200,0.014,19.055,0.246,g
2458658.53198,2019-06-24.0265351,bo,1.98,16.175,13.282,0.015,17.674,0.251,g
2458658.53322,2019-06-24.0277743,bo,1.65,16.165,13.204,0.014,18.974,0.256,g
2458659.73581,2019-06-25.2303903,bG,1.60,16.138,13.193,0.014,19.189,0.260,g
2458659.73709,2019-06-25.2316638,bG,1.55,16.118,13.197,0.015,19.119,0.264,g
2458659.73837,2019-06-25.2329379,bG,1.59,16.082,13.197,0.015,19.104,0.272,g
2458660.84270,2019-06-26.3372930,bG,1.42,15.679,13.252,0.023,18.169,0.396,g
2458661.73051,2019-06-27.2251321,bG,1.44,14.945,13.101,0.040,20.871,0.772,g
2458661.73180,2019-06-27.2264208,bG,1.44,14.997,13.106,0.038,20.776,0.734,g
2458661.73307,2019-06-27.2276864,bG,1.44,15.174,13.108,0.033,20.751,0.626,g
2458669.38315,2019-07-04.8779932,bo,1.61,16.229,13.093,0.012,21.041,0.239,g
2458669.38434,2019-07-04.8791994,bo,1.57,16.231,13.081,0.012,21.248,0.239,g
2458669.52298,2019-07-05.0178283,bk,1.43,16.144,13.104,0.014,20.826,0.265,g
2458669.52418,2019-07-05.0190379,bk,1.44,16.182,13.084,0.014,21.193,0.258,g
2458669.52540,2019-07-05.0202594,bk,1.47,16.167,13.112,0.013,20.664,0.255,g
2458670.79852,2019-07-06.293425,bk,1.44,16.143,13.116,0.013,20.584,0.261,g
2458670.79974,2019-07-06.2946394,bk,1.52,16.144,13.102,0.013,20.861,0.262,g
2458670.80096,2019-07-06.2958643,bk,1.47,16.164,13.048,0.012,21.921,0.257,g
2458671.78021,2019-07-07.2751547,bk,1.57,13.155,12.857,0.168,26.125,4.005,g
2458671.78144,2019-07-07.2763811,bk,1.61,99.990,99.990,99.990,99.990,99.990,g
2458671.78265,2019-07-07.2775956,bk,1.66,13.537,13.131,0.151,20.310,2.802,g
2458672.22868,2019-07-07.7236400,bo,1.45,16.068,13.082,0.014,21.259,0.277,g
2458672.78907,2019-07-08.2840512,bG,1.67,12.885,>12.885,99.990,25.309,5.107,g
2458672.79035,2019-07-08.2853254,bG,1.47,13.198,13.089,0.200,21.112,3.859,g
2458672.79162,2019-07-08.2866062,bG,1.77,99.990,99.990,99.990,99.990,99.990,g
2458673.28653,2019-07-08.7815309,bo,1.56,16.224,13.106,0.012,20.772,0.243,g
2458673.28775,2019-07-08.7827527,bo,1.61,16.186,13.116,0.013,20.581,0.251,g
2458673.28897,2019-07-08.7839673,bo,1.61,16.196,13.143,0.013,20.084,0.248,g
2458674.50326,2019-07-09.9983141,bk,1.44,16.088,13.168,0.015,19.627,0.272,g
2458674.50446,2019-07-09.9995228,bk,1.41,16.138,13.140,0.015,20.138,0.271,g
2458674.50568,2019-07-10.0007420,bk,1.44,16.121,13.171,0.014,19.568,0.267,g
2458675.55486,2019-07-11.0499623,bk,1.46,15.332,13.204,0.031,18.983,0.543,g
2458675.55608,2019-07-11.0511766,bk,1.45,15.071,13.207,0.040,18.934,0.691,g
2458675.55729,2019-07-11.0523956,bk,1.47,15.320,13.258,0.033,18.060,0.544,g
2458676.32494,2019-07-11.8200687,bo,1.48,16.054,13.234,0.016,18.463,0.281,g
2458676.32704,2019-07-11.8221738,bo,1.48,16.171,13.245,0.015,18.286,0.254,g
2458676.32846,2019-07-11.8236035,bo,1.48,15.985,13.217,0.018,18.750,0.303,g
2458676.77574,2019-07-12.2708910,bG,1.60,15.949,13.260,0.018,18.030,0.310,g
2458676.77701,2019-07-12.2721583,bG,1.60,15.913,13.225,0.018,18.626,0.319,g
2458676.77828,2019-07-12.2734325,bG,1.59,15.930,13.238,0.018,18.404,0.315,g
2458678.58611,2019-07-14.0813505,bk,1.48,15.805,13.249,0.021,18.212,0.349,g
2458678.58733,2019-07-14.0825659,bk,1.40,15.889,13.274,0.020,17.796,0.326,g
2458678.58854,2019-07-14.0837895,bk,1.45,15.902,13.255,0.019,18.120,0.321,g
2458680.69800,2019-07-16.1933478,bG,1.46,15.685,13.252,0.023,18.155,0.393,g
2458680.69927,2019-07-16.1946111,bG,1.49,15.725,13.256,0.023,18.106,0.379,g
2458680.70053,2019-07-16.1958732,bG,1.52,15.732,13.247,0.023,18.244,0.379,g
2458681.68166,2019-07-17.1770552,bk,1.36,15.682,13.224,0.024,18.646,0.397,g
2458681.68288,2019-07-17.1782718,bk,1.48,15.693,13.223,0.024,18.657,0.393,g
2458681.68408,2019-07-17.1794887,bk,1.52,15.612,13.234,0.025,18.462,0.416,g
2458681.69610,2019-07-17.1915031,bG,1.45,15.698,13.246,0.023,18.272,0.388,g
2458681.69738,2019-07-17.1927765,bG,1.50,15.591,13.167,0.023,19.654,0.428,g
2458681.69865,2019-07-17.1940487,bG,1.53,15.542,13.209,0.026,18.901,0.447,g
2458682.57342,2019-07-18.0688618,bk,1.49,15.964,13.219,0.017,18.729,0.305,g
2458682.57463,2019-07-18.0700796,bk,1.51,15.836,13.193,0.019,19.183,0.341,g
2458682.57585,2019-07-18.0712918,bk,1.50,15.875,13.236,0.020,18.430,0.334,g
2458684.71193,2019-07-20.2074945,bk,1.40,15.984,13.207,0.018,18.933,0.303,g
2458684.71314,2019-07-20.2087141,bk,1.49,15.983,13.221,0.018,18.681,0.305,g
2458684.71436,2019-07-20.2099296,bk,1.45,15.913,13.153,0.017,19.908,0.316,g
2458685.47207,2019-07-20.9676667,bo,1.53,16.034,13.175,0.016,19.494,0.288,g
2458685.47327,2019-07-20.9688768,bo,1.58,15.999,13.146,0.016,20.028,0.295,g
2458685.47449,2019-07-20.9700928,bo,1.57,15.997,13.149,0.016,19.963,0.294,g
2458685.54995,2019-07-21.0455689,bk,1.52,15.542,13.125,0.024,20.416,0.450,g
2458685.55118,2019-07-21.0467964,bk,1.44,15.503,13.151,0.026,19.942,0.471,g
2458685.55241,2019-07-21.0480155,bk,1.47,14.595,13.059,0.053,21.704,1.063,g
2458685.73414,2019-07-21.2297545,bG,1.43,99.990,99.990,99.990,99.990,99.990,g
2458685.73541,2019-07-21.2310245,bG,1.44,99.990,99.990,99.990,99.990,99.990,g
2458685.73668,2019-07-21.2323006,bG,1.52,99.990,99.990,99.990,99.990,99.990,g
2458686.29887,2019-07-21.7945223,bo,1.52,16.203,13.128,0.013,20.364,0.248,g
2458688.75132,2019-07-24.2471224,bk,1.47,16.072,13.149,0.016,19.962,0.280,g
2458688.75255,2019-07-24.2483467,bk,1.47,16.050,13.167,0.015,19.650,0.284,g
2458688.75375,2019-07-24.2495604,bk,1.47,16.048,13.142,0.016,20.095,0.292,g
2458689.59143,2019-07-25.0872861,bk,1.44,16.209,13.153,0.014,19.892,0.255,g
2458689.59266,2019-07-25.0885157,bk,1.45,16.195,13.144,0.013,20.070,0.246,g
2458689.59388,2019-07-25.0897349,bk,1.44,16.225,13.137,0.014,20.207,0.250,g
2458690.53581,2019-07-26.0317195,bk,1.48,16.176,13.113,0.013,20.653,0.250,g
2458690.53703,2019-07-26.0329487,bk,1.44,16.145,13.122,0.013,20.468,0.258,g
2458690.53825,2019-07-26.0341658,bk,1.39,16.197,13.109,0.013,20.718,0.251,g
2458691.72710,2019-07-27.2230953,bk,1.54,16.164,13.114,0.013,20.617,0.256,g
2458691.72832,2019-07-27.2243094,bk,1.55,16.139,13.107,0.014,20.770,0.264,g
2458691.72955,2019-07-27.2255354,bk,1.54,16.208,13.102,0.013,20.842,0.258,g
2458691.73449,2019-07-27.2304754,bG,1.52,16.099,13.083,0.014,21.214,0.273,g
2458691.73576,2019-07-27.2317384,bG,1.52,16.067,13.074,0.014,21.404,0.280,g
2458691.73702,2019-07-27.2330037,bG,1.49,16.171,13.083,0.014,21.217,0.264,g
2458692.75161,2019-07-28.2476699,bG,1.47,16.145,13.103,0.014,20.835,0.271,g
2458692.75289,2019-07-28.2489400,bG,1.46,16.108,13.084,0.014,21.198,0.278,g
2458692.75415,2019-07-28.2502041,bG,2.00,15.482,13.151,0.026,19.933,0.473,g
